chrom	exon_start	exon_end	gene	tx	exon	min	mean	max	10x	20x	30x	50x	100x
1	193107215	193107303	CDC73	NM_024529.4	6	98	133.56	152	100.0	100.0	100.0	100.0	97.73
1	193110980	193111196	CDC73	NM_024529.4	7	46	86.09	120	100.0	100.0	100.0	97.69	33.8
1	193116997	193117095	CDC73	NM_024529.4	8	85	102.96	128	100.0	100.0	100.0	100.0	54.08
1	193119434	193119512	CDC73	NM_024529.4	9	69	104.64	119	100.0	100.0	100.0	100.0	78.21
1	193121510	193121574	CDC73	NM_024529.4	10	94	118.64	137	100.0	100.0	100.0	100.0	85.94
1	193172925	193172982	CDC73	NM_024529.4	11	71	82.98	91	100.0	100.0	100.0	100.0	0.0
1	193181195	193181230	CDC73	NM_024529.4	12	94	101.77	107	100.0	100.0	100.0	100.0	65.71
1	193181520	193181607	CDC73	NM_024529.4	13	90	125.97	144	100.0	100.0	100.0	100.0	88.51
1	193202123	193202284	CDC73	NM_024529.4	14	43	94.25	128	100.0	100.0	100.0	93.79	47.2
1	193205386	193205486	CDC73	NM_024529.4	15	63	92.46	116	100.0	100.0	100.0	100.0	37.0
1	193218860	193219001	CDC73	NM_024529.4	16	67	107.13	139	100.0	100.0	100.0	100.0	64.54
1	193219806	193219842	CDC73	NM_024529.4	17	57	70.47	77	100.0	100.0	100.0	100.0	0.0
1	241682891	241683022	FH	NM_000143.3	1	25	44.03	63	100.0	100.0	86.26	29.01	0.0
1	241680482	241680616	FH	NM_000143.3	2	55	88.79	112	100.0	100.0	100.0	100.0	25.37
1	241676903	241677013	FH	NM_000143.3	3	57	73.37	86	100.0	100.0	100.0	100.0	0.0
1	241675267	241675443	FH	NM_000143.3	4	63	106.57	148	100.0	100.0	100.0	100.0	59.66
1	241671903	241672085	FH	NM_000143.3	5	23	60.39	85	100.0	100.0	90.66	67.58	0.0
1	241669303	241669468	FH	NM_000143.3	6	43	77.99	99	100.0	100.0	100.0	98.79	0.0
1	241667342	241667545	FH	NM_000143.3	7	17	50.71	75	100.0	94.09	78.33	59.11	0.0
1	241665743	241665870	FH	NM_000143.3	8	34	66.93	84	100.0	100.0	100.0	86.61	0.0
1	241663737	241663890	FH	NM_000143.3	9	61	100.48	126	100.0	100.0	100.0	100.0	56.21
1	241661128	241661270	FH	NM_000143.3	10	60	82.13	108	100.0	100.0	100.0	100.0	4.93
2	47596645	47596720	EPCAM	NM_002354.2	1	9	13.32	14	97.33	0.0	0.0	0.0	0.0
2	47600602	47600709	EPCAM	NM_002354.2	2	77	104.68	128	100.0	100.0	100.0	100.0	47.66
2	47600947	47601187	EPCAM	NM_002354.2	3	35	64.83	87	100.0	100.0	100.0	78.75	0.0
2	47602373	47602438	EPCAM	NM_002354.2	4	108	130.37	144	100.0	100.0	100.0	100.0	100.0
2	47604153	47604216	EPCAM	NM_002354.2	5	111	132.71	142	100.0	100.0	100.0	100.0	100.0
2	47606092	47606193	EPCAM	NM_002354.2	6	71	94.7	111	100.0	100.0	100.0	100.0	49.5
2	47606908	47607108	EPCAM	NM_002354.2	7	77	113.7	144	100.0	100.0	100.0	100.0	68.0
2	47612305	47612349	EPCAM	NM_002354.2	8	127	135.98	143	100.0	100.0	100.0	100.0	100.0
2	47613711	47613752	EPCAM	NM_002354.2	9	43	74.34	110	100.0	100.0	100.0	80.49	9.76
2	47630331	47630541	MSH2	NM_000251.2	1	20	32.59	47	100.0	97.62	63.81	0.0	0.0
2	47635540	47635694	MSH2	NM_000251.2	2	54	85.78	115	100.0	100.0	100.0	100.0	27.27
2	47637233	47637511	MSH2	NM_000251.2	3	40	81.78	114	100.0	100.0	100.0	91.37	23.38
2	47639553	47639699	MSH2	NM_000251.2	4	63	99.92	125	100.0	100.0	100.0	100.0	63.7
2	47641408	47641557	MSH2	NM_000251.2	5	23	61.39	81	100.0	100.0	93.96	73.83	0.0
2	47643435	47643568	MSH2	NM_000251.2	6	49	78.04	97	100.0	100.0	100.0	96.99	0.0
2	47656881	47657080	MSH2	NM_000251.2	7	37	87.81	129	100.0	100.0	100.0	81.41	45.73
2	47672687	47672796	MSH2	NM_000251.2	8	72	93.83	111	100.0	100.0	100.0	100.0	26.61
2	47690170	47690293	MSH2	NM_000251.2	9	55	92.46	111	100.0	100.0	100.0	100.0	40.65
2	47693797	47693947	MSH2	NM_000251.2	10	68	106.29	132	100.0	100.0	100.0	100.0	60.67
2	47698104	47698201	MSH2	NM_000251.2	11	97	116.38	137	100.0	100.0	100.0	100.0	89.69
2	47702164	47702409	MSH2	NM_000251.2	12	37	78.0	101	100.0	100.0	100.0	96.33	0.82
2	47703506	47703710	MSH2	NM_000251.2	13	50	81.94	103	100.0	100.0	100.0	100.0	6.37
2	47705411	47705658	MSH2	NM_000251.2	14	58	101.09	125	100.0	100.0	100.0	100.0	63.16
2	47707835	47708010	MSH2	NM_000251.2	15	62	108.44	140	100.0	100.0	100.0	100.0	60.57
2	47709918	47710088	MSH2	NM_000251.2	16	41	82.89	117	100.0	100.0	100.0	86.47	30.59
2	48010373	48010632	MSH6	NM_000179.2	1	21	28.66	39	100.0	100.0	30.5	0.0	0.0
2	48018066	48018262	MSH6	NM_000179.2	2	37	68.08	87	100.0	100.0	100.0	79.08	0.0
2	48023033	48023202	MSH6	NM_000179.2	3	59	91.64	114	100.0	100.0	100.0	100.0	37.28
2	48025750	48028294	MSH6	NM_000179.2	4	47	84.89	125	100.0	100.0	100.0	98.86	25.35
2	48030559	48030824	MSH6	NM_000179.2	5	47	111.71	147	100.0	100.0	100.0	98.87	64.91
2	48032049	48032166	MSH6	NM_000179.2	6	38	65.46	83	100.0	100.0	100.0	93.16	0.0
2	48032757	48032846	MSH6	NM_000179.2	7	61	82.58	93	100.0	100.0	100.0	100.0	0.0
2	48033343	48033497	MSH6	NM_000179.2	8	61	107.87	133	100.0	100.0	100.0	100.0	68.83
2	48033591	48033790	MSH6	NM_000179.2	9	47	77.89	92	100.0	100.0	100.0	98.49	0.0
2	48033918	48033999	MSH6	NM_000179.2	10	30	67.26	100	100.0	100.0	98.77	66.67	0.0
2	96930876	96931119	TMEM127	NM_017849.3	2	1	31.4	63	75.31	57.2	48.15	28.81	0.0
2	96920571	96920735	TMEM127	NM_017849.3	3	49	76.98	101	100.0	100.0	100.0	97.56	0.61
2	96919546	96919853	TMEM127	NM_017849.3	4	34	52.54	72	100.0	100.0	100.0	48.21	0.0
3	10183532	10183871	VHL	NM_000551.3	1	29	76.87	134	100.0	100.0	96.17	78.17	29.79
3	10188198	10188320	VHL	NM_000551.3	2	95	127.76	150	100.0	100.0	100.0	100.0	92.62
3	10191471	10191649	VHL	NM_000551.3	3	32	67.65	112	100.0	100.0	100.0	76.4	14.61
3	37035039	37035154	MLH1	NM_000249.3	1	51	79.65	100	100.0	100.0	100.0	100.0	0.0
3	37038110	37038200	MLH1	NM_000249.3	2	100	123.87	142	100.0	100.0	100.0	100.0	96.67
3	37042446	37042544	MLH1	NM_000249.3	3	56	88.93	105	100.0	100.0	100.0	100.0	21.43
3	37045892	37045965	MLH1	NM_000249.3	4	74	94.32	101	100.0	100.0	100.0	100.0	8.22
3	37048482	37048554	MLH1	NM_000249.3	5	84	93.28	104	100.0	100.0	100.0	100.0	19.44
3	37050305	37050396	MLH1	NM_000249.3	6	72	94.53	107	100.0	100.0	100.0	100.0	37.36
3	37053311	37053353	MLH1	NM_000249.3	7	97	131.43	142	100.0	100.0	100.0	100.0	92.86
3	37053502	37053590	MLH1	NM_000249.3	8	80	101.75	118	100.0	100.0	100.0	100.0	51.14
3	37055923	37056035	MLH1	NM_000249.3	9	62	105.26	131	100.0	100.0	100.0	100.0	66.96
3	37058997	37059090	MLH1	NM_000249.3	10	106	137.77	154	100.0	100.0	100.0	100.0	100.0
3	37061801	37061954	MLH1	NM_000249.3	11	22	43.63	57	100.0	100.0	89.54	35.95	0.0
3	37067128	37067498	MLH1	NM_000249.3	12	15	44.83	61	100.0	96.22	93.24	14.86	0.0
3	37070275	37070423	MLH1	NM_000249.3	13	102	151.41	192	100.0	100.0	100.0	100.0	100.0
3	37081677	37081785	MLH1	NM_000249.3	14	68	84.94	97	100.0	100.0	100.0	100.0	0.0
3	37083759	37083822	MLH1	NM_000249.3	15	62	85.78	94	100.0	100.0	100.0	100.0	0.0
3	37089010	37089174	MLH1	NM_000249.3	16	37	68.09	88	100.0	100.0	100.0	92.68	0.0
3	37090008	37090100	MLH1	NM_000249.3	17	72	89.29	107	100.0	100.0	100.0	100.0	14.13
3	37090395	37090508	MLH1	NM_000249.3	18	68	99.31	126	100.0	100.0	100.0	100.0	45.13
3	37091977	37092144	MLH1	NM_000249.3	19	39	58.07	69	100.0	100.0	100.0	85.63	0.0
5	218471	218533	SDHA	NM_004168.3	1	4	13.97	19	72.58	0.0	0.0	0.0	0.0
5	223597	223683	SDHA	NM_004168.3	2	67	86.38	101	100.0	100.0	100.0	100.0	1.16
5	224475	224636	SDHA	NM_004168.3	3	41	75.45	96	100.0	100.0	100.0	88.2	0.0
5	225534	225677	SDHA	NM_004168.3	4	54	93.42	119	100.0	100.0	100.0	100.0	51.05
5	225998	226162	SDHA	NM_004168.3	5	38	77.77	98	100.0	100.0	100.0	93.29	0.0
5	228300	228448	SDHA	NM_004168.3	6	37	72.47	98	100.0	100.0	100.0	83.11	0.0
5	230991	231115	SDHA	NM_004168.3	7	29	48.19	63	100.0	100.0	95.97	46.77	0.0
5	233592	233760	SDHA	NM_004168.3	8	32	55.68	72	100.0	100.0	100.0	68.45	0.0
5	235259	235454	SDHA	NM_004168.3	9	22	45.95	64	100.0	100.0	85.64	44.1	0.0
5	236543	236714	SDHA	NM_004168.3	10	43	66.82	89	100.0	100.0	100.0	79.53	0.0
5	240473	240591	SDHA	NM_004168.3	11	53	86.1	105	100.0	100.0	100.0	100.0	22.88
5	251107	251218	SDHA	NM_004168.3	12	73	104.05	118	100.0	100.0	100.0	100.0	69.37
5	251453	251583	SDHA	NM_004168.3	13	64	110.55	137	100.0	100.0	100.0	100.0	66.15
5	254508	254621	SDHA	NM_004168.3	14	31	49.18	58	100.0	100.0	100.0	64.6	0.0
5	256449	256535	SDHA	NM_004168.3	15	39	72.67	88	100.0	100.0	100.0	88.37	0.0
5	112090588	112090722	APC	NM_000038.5	2	88	111.23	137	100.0	100.0	100.0	100.0	73.13
5	112102023	112102107	APC	NM_000038.5	3	55	62.33	71	100.0	100.0	100.0	100.0	0.0
5	112102886	112103087	APC	NM_000038.5	4	44	81.23	107	100.0	100.0	100.0	98.01	4.98
5	112111326	112111434	APC	NM_000038.5	5	54	90.14	110	100.0	100.0	100.0	100.0	37.04
5	112116487	112116600	APC	NM_000038.5	6	62	85.49	100	100.0	100.0	100.0	100.0	0.0
5	112128143	112128226	APC	NM_000038.5	7	47	58.4	66	100.0	100.0	100.0	96.39	0.0
5	112136976	112137080	APC	NM_000038.5	8	65	92.58	113	100.0	100.0	100.0	100.0	36.54
5	112151192	112151290	APC	NM_000038.5	9	65	85.18	104	100.0	100.0	100.0	100.0	5.1
5	112154663	112155041	APC	NM_000038.5	10	21	61.67	89	100.0	100.0	94.44	85.45	0.0
5	112157593	112157688	APC	NM_000038.5	11	66	87.51	104	100.0	100.0	100.0	100.0	33.68
5	112162805	112162944	APC	NM_000038.5	12	33	70.86	91	100.0	100.0	100.0	97.12	0.0
5	112163626	112163703	APC	NM_000038.5	13	55	88.77	96	100.0	100.0	100.0	100.0	0.0
5	112164553	112164669	APC	NM_000038.5	14	53	76.41	95	100.0	100.0	100.0	100.0	0.0
5	112170648	112170862	APC	NM_000038.5	15	44	85.13	107	100.0	100.0	100.0	94.39	25.7
5	112173250	112179823	APC	NM_000038.5	16	32	78.66	175	100.0	100.0	100.0	94.19	11.81
7	6048628	6048650	PMS2	NM_000535.6	1	71	74.68	85	100.0	100.0	100.0	100.0	0.0
7	6045523	6045662	PMS2	NM_000535.6	2	55	78.51	99	100.0	100.0	100.0	100.0	0.0
7	6043603	6043689	PMS2	NM_000535.6	3	80	124.91	140	100.0	100.0	100.0	100.0	84.88
7	6043321	6043423	PMS2	NM_000535.6	4	80	103.81	117	100.0	100.0	100.0	100.0	69.61
7	6042084	6042267	PMS2	NM_000535.6	5	39	60.01	72	100.0	100.0	100.0	80.87	0.0
7	6038739	6038906	PMS2	NM_000535.6	6	40	73.82	98	100.0	100.0	100.0	86.83	0.0
7	6036957	6037054	PMS2	NM_000535.6	7	39	73.99	91	100.0	100.0	100.0	89.69	0.0
7	6035165	6035264	PMS2	NM_000535.6	8	69	98.55	123	100.0	100.0	100.0	100.0	51.52
7	6031604	6031688	PMS2	NM_000535.6	9	88	101.38	114	100.0	100.0	100.0	100.0	47.62
7	6029431	6029586	PMS2	NM_000535.6	10	45	91.82	114	100.0	100.0	100.0	97.42	37.42
7	6026390	6027251	PMS2	NM_000535.6	11	50	78.61	99	100.0	100.0	100.0	99.88	0.0
7	6022455	6022622	PMS2	NM_000535.6	12	10	22.09	31	99.4	65.87	0.6	0.0	0.0
7	6018227	6018327	PMS2	NM_000535.6	13	60	103.88	118	100.0	100.0	100.0	100.0	73.0
7	6017219	6017388	PMS2	NM_000535.6	14	15	26.78	36	100.0	82.25	36.69	0.0	0.0
7	6013030	6013173	PMS2	NM_000535.6	15	4	17.71	45	60.14	49.65	7.69	0.0	0.0
9	135804154	135804259	TSC1	NM_000368.4	3	37	75.0	99	100.0	100.0	100.0	75.24	0.0
9	135802588	135802691	TSC1	NM_000368.4	4	64	91.75	110	100.0	100.0	100.0	100.0	26.21
9	135800974	135801126	TSC1	NM_000368.4	5	45	84.14	107	100.0	100.0	100.0	98.03	21.05
9	135798735	135798879	TSC1	NM_000368.4	6	56	79.83	99	100.0	100.0	100.0	100.0	0.0
9	135797206	135797360	TSC1	NM_000368.4	7	45	84.93	106	100.0	100.0	100.0	96.1	27.92
9	135796750	135796823	TSC1	NM_000368.4	8	72	85.22	93	100.0	100.0	100.0	100.0	0.0
9	135787669	135787844	TSC1	NM_000368.4	9	30	62.71	83	100.0	100.0	99.43	81.71	0.0
9	135786840	135786955	TSC1	NM_000368.4	10	84	115.82	134	100.0	100.0	100.0	100.0	81.74
9	135786389	135786500	TSC1	NM_000368.4	11	67	97.86	115	100.0	100.0	100.0	100.0	51.35
9	135785958	135786079	TSC1	NM_000368.4	12	20	48.02	61	100.0	100.0	91.74	49.59	0.0
9	135782688	135782757	TSC1	NM_000368.4	13	65	93.59	111	100.0	100.0	100.0	100.0	59.42
9	135782118	135782222	TSC1	NM_000368.4	14	79	96.0	113	100.0	100.0	100.0	100.0	36.54
9	135780968	135781526	TSC1	NM_000368.4	15	33	54.25	86	100.0	100.0	100.0	46.42	0.0
9	135779798	135779841	TSC1	NM_000368.4	16	65	69.65	74	100.0	100.0	100.0	100.0	0.0
9	135779038	135779204	TSC1	NM_000368.4	17	45	69.97	89	100.0	100.0	100.0	94.58	0.0
9	135777992	135778174	TSC1	NM_000368.4	18	59	81.98	103	100.0	100.0	100.0	100.0	10.44
9	135776976	135777086	TSC1	NM_000368.4	19	42	75.39	93	100.0	100.0	100.0	81.82	0.0
9	135776102	135776224	TSC1	NM_000368.4	20	76	95.61	109	100.0	100.0	100.0	100.0	36.07
9	135772810	135772997	TSC1	NM_000368.4	21	48	85.36	108	100.0	100.0	100.0	99.47	24.6
9	135772571	135772732	TSC1	NM_000368.4	22	70	113.61	137	100.0	100.0	100.0	100.0	77.64
9	135771622	135772141	TSC1	NM_000368.4	23	37	71.09	91	100.0	100.0	100.0	93.26	0.0
10	43572707	43572779	RET	NM_020975.4	1	4	6.29	7	0.0	0.0	0.0	0.0	0.0
10	43595907	43596170	RET	NM_020975.4	2	24	38.65	51	100.0	100.0	87.83	1.14	0.0
10	43597790	43598077	RET	NM_020975.4	3	36	56.3	71	100.0	100.0	100.0	86.76	0.0
10	43600400	43600641	RET	NM_020975.4	4	34	55.32	76	100.0	100.0	100.0	56.43	0.0
10	43601824	43602019	RET	NM_020975.4	5	19	53.57	73	100.0	98.46	84.62	62.56	0.0
10	43604479	43604678	RET	NM_020975.4	6	33	53.11	70	100.0	100.0	100.0	61.31	0.0
10	43606655	43606913	RET	NM_020975.4	7	35	47.25	64	100.0	100.0	100.0	39.53	0.0
10	43607547	43607672	RET	NM_020975.4	8	78	105.82	130	100.0	100.0	100.0	100.0	61.6
10	43608301	43608411	RET	NM_020975.4	9	56	69.44	87	100.0	100.0	100.0	100.0	0.0
10	43609004	43609123	RET	NM_020975.4	10	35	74.76	92	100.0	100.0	100.0	80.67	0.0
10	43609928	43610184	RET	NM_020975.4	11	22	47.34	65	100.0	100.0	89.84	41.8	0.0
10	43612032	43612179	RET	NM_020975.4	12	41	64.61	83	100.0	100.0	100.0	84.35	0.0
10	43613821	43613928	RET	NM_020975.4	13	25	30.71	36	100.0	100.0	51.4	0.0	0.0
10	43614979	43615193	RET	NM_020975.4	14	24	63.59	82	100.0	100.0	93.93	81.31	0.0
10	43615529	43615651	RET	NM_020975.4	15	118	154.32	181	100.0	100.0	100.0	100.0	100.0
10	43617394	43617464	RET	NM_020975.4	16	115	137.63	148	100.0	100.0	100.0	100.0	100.0
10	43619119	43619256	RET	NM_020975.4	17	45	61.34	75	100.0	100.0	100.0	83.94	0.0
10	43620331	43620430	RET	NM_020975.4	18	63	80.26	88	100.0	100.0	100.0	100.0	0.0
10	43622023	43622170	RET	NM_020975.4	19	55	84.25	108	100.0	100.0	100.0	100.0	10.88
10	43623560	43623717	RET	NM_020975.4	20	28	76.15	98	100.0	100.0	98.73	81.53	0.0
10	88635776	88635842	BMPR1A	NM_004329.2	3	76	89.86	111	100.0	100.0	100.0	100.0	21.21
10	88649819	88649981	BMPR1A	NM_004329.2	4	60	123.1	161	100.0	100.0	100.0	100.0	72.84
10	88651884	88651986	BMPR1A	NM_004329.2	5	85	106.95	125	100.0	100.0	100.0	100.0	71.57
10	88659551	88659647	BMPR1A	NM_004329.2	6	56	76.72	89	100.0	100.0	100.0	100.0	0.0
10	88659784	88659883	BMPR1A	NM_004329.2	7	62	102.95	127	100.0	100.0	100.0	100.0	65.66
10	88671997	88672141	BMPR1A	NM_004329.2	8	65	104.44	125	100.0	100.0	100.0	100.0	64.58
10	88676891	88677083	BMPR1A	NM_004329.2	9	52	73.3	93	100.0	100.0	100.0	100.0	0.0
10	88678929	88679226	BMPR1A	NM_004329.2	10	39	64.43	84	100.0	100.0	100.0	91.58	0.0
10	88681277	88681452	BMPR1A	NM_004329.2	11	27	62.9	88	100.0	100.0	94.29	72.57	0.0
10	88683133	88683263	BMPR1A	NM_004329.2	12	97	138.08	165	100.0	100.0	100.0	100.0	91.54
10	88683351	88683476	BMPR1A	NM_004329.2	13	78	92.35	105	100.0	100.0	100.0	100.0	13.6
10	89624227	89624305	PTEN	NM_000314.6	1	57	83.73	92	100.0	100.0	100.0	100.0	0.0
10	89653782	89653866	PTEN	NM_000314.6	2	79	115.62	131	100.0	100.0	100.0	100.0	88.1
10	89685270	89685314	PTEN	NM_000314.6	3	75	96.52	103	100.0	100.0	100.0	100.0	47.73
10	89690803	89690846	PTEN	NM_000314.6	4	139	151.86	155	100.0	100.0	100.0	100.0	100.0
10	89692770	89693008	PTEN	NM_000314.6	5	49	100.18	132	100.0	100.0	100.0	99.16	67.23
10	89711875	89712016	PTEN	NM_000314.6	6	47	79.82	105	100.0	100.0	100.0	92.91	8.51
10	89717610	89717776	PTEN	NM_000314.6	7	52	92.96	126	100.0	100.0	100.0	100.0	45.18
10	89720651	89720875	PTEN	NM_000314.6	8	20	102.03	150	100.0	98.21	91.52	86.16	54.02
10	89725044	89725229	PTEN	NM_000314.6	9	40	58.02	69	100.0	100.0	100.0	85.41	0.0
11	61197619	61197654	SDHAF2	NM_017841.2	1	45	49.2	54	100.0	100.0	100.0	31.43	0.0
11	61205097	61205320	SDHAF2	NM_017841.2	2	24	53.34	71	100.0	100.0	88.34	65.47	0.0
11	61205476	61205585	SDHAF2	NM_017841.2	3	69	94.98	118	100.0	100.0	100.0	100.0	44.95
11	61213413	61213543	SDHAF2	NM_017841.2	4	44	82.09	100	100.0	100.0	100.0	100.0	0.0
11	64577137	64577581	MEN1	NM_130799.2	2	49	80.71	115	100.0	100.0	100.0	99.32	7.88
11	64575363	64575571	MEN1	NM_130799.2	3	65	118.33	146	100.0	100.0	100.0	100.0	75.48
11	64575024	64575152	MEN1	NM_130799.2	4	45	64.19	83	100.0	100.0	100.0	83.59	0.0
11	64574651	64574691	MEN1	NM_130799.2	5	26	31.88	36	100.0	100.0	60.0	0.0	0.0
11	64574483	64574570	MEN1	NM_130799.2	6	34	48.15	54	100.0	100.0	100.0	43.68	0.0
11	64573704	64573840	MEN1	NM_130799.2	7	48	72.12	89	100.0	100.0	100.0	95.59	0.0
11	64573107	64573242	MEN1	NM_130799.2	8	49	60.56	71	100.0	100.0	100.0	97.78	0.0
11	64572506	64572670	MEN1	NM_130799.2	9	49	86.54	108	100.0	100.0	100.0	97.56	37.2
11	64571806	64572288	MEN1	NM_130799.2	10	26	45.06	63	100.0	100.0	93.78	31.54	0.0
11	67250630	67250728	AIP	NM_003977.3	1	56	64.4	71	100.0	100.0	100.0	100.0	0.0
11	67254477	67254656	AIP	NM_003977.3	2	51	103.47	130	100.0	100.0	100.0	100.0	57.54
11	67256738	67256926	AIP	NM_003977.3	3	32	66.39	90	100.0	100.0	100.0	88.3	0.0
11	67257509	67257685	AIP	NM_003977.3	4	52	76.07	98	100.0	100.0	100.0	100.0	0.0
11	67257787	67257928	AIP	NM_003977.3	5	47	70.85	89	100.0	100.0	100.0	96.45	0.0
11	67258259	67258464	AIP	NM_003977.3	6	34	59.97	78	100.0	100.0	100.0	82.93	0.0
11	111957632	111957683	SDHD	NM_003002.3	1	55	80.02	96	100.0	100.0	100.0	100.0	0.0
11	111958581	111958697	SDHD	NM_003002.3	2	61	85.28	105	100.0	100.0	100.0	100.0	14.66
11	111959591	111959735	SDHD	NM_003002.3	3	62	106.97	133	100.0	100.0	100.0	100.0	59.03
11	111965529	111965694	SDHD	NM_003002.3	4	16	43.78	57	100.0	93.33	87.27	17.58	0.0
12	12870774	12871248	CDKN1B	NM_004064.4	1	40	50.82	68	100.0	100.0	100.0	53.59	0.0
12	12871759	12871880	CDKN1B	NM_004064.4	2	60	89.26	109	100.0	100.0	100.0	100.0	31.4
12	133263840	133263901	POLE	NM_006231.3	1	14	22.28	35	100.0	72.13	11.48	0.0	0.0
12	133257724	133257865	POLE	NM_006231.3	2	33	61.18	78	100.0	100.0	100.0	73.05	0.0
12	133257193	133257273	POLE	NM_006231.3	3	100	125.12	146	100.0	100.0	100.0	100.0	88.75
12	133256764	133256808	POLE	NM_006231.3	4	79	87.2	92	100.0	100.0	100.0	100.0	0.0
12	133256540	133256632	POLE	NM_006231.3	5	103	124.08	138	100.0	100.0	100.0	100.0	100.0
12	133256083	133256237	POLE	NM_006231.3	6	37	66.21	88	100.0	100.0	100.0	75.32	0.0
12	133254164	133254305	POLE	NM_006231.3	7	76	115.89	150	100.0	100.0	100.0	100.0	77.3
12	133253949	133254029	POLE	NM_006231.3	8	104	121.42	129	100.0	100.0	100.0	100.0	100.0
12	133253132	133253239	POLE	NM_006231.3	9	98	120.24	135	100.0	100.0	100.0	100.0	98.13
12	133252680	133252790	POLE	NM_006231.3	10	121	157.51	180	100.0	100.0	100.0	100.0	100.0
12	133252321	133252406	POLE	NM_006231.3	11	79	93.95	105	100.0	100.0	100.0	100.0	32.94
12	133251984	133252103	POLE	NM_006231.3	12	58	86.33	107	100.0	100.0	100.0	100.0	10.92
12	133250161	133250293	POLE	NM_006231.3	13	42	64.31	75	100.0	100.0	100.0	90.15	0.0
12	133249750	133249863	POLE	NM_006231.3	14	68	97.48	118	100.0	100.0	100.0	100.0	48.67
12	133249213	133249425	POLE	NM_006231.3	15	28	58.57	73	100.0	100.0	98.58	80.19	0.0
